depth;pointid;oc;th_lat;th_long;survey_date;elev;lc0_desc;lc1_desc;lu1_desc
0-20 cm;148122780;31.6;47.93677674;16.57783537;14/05/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;148122798;20.8;48.09800842;16.59875656;10/06/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146182646;52.9;46.85732008;13.89316375;28/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146202640;107.3;46.80243622;13.91533465;28/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146262642;44.6;46.81753637;13.99513148;27/05/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;146342650;44.1;46.88551226;14.10533046;03/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146362660;155.9;46.97438527;14.13857867;04/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146402652;38.6;46.90046971;14.18531001;03/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;146422624;19.1;46.64780123;14.19149875;14/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146442642;26.8;46.80855783;14.23047478;02/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;146462636;23.4;46.7536063;14.25227846;17/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146482614;27.8;46.55484536;14.26247896;16/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146502658;8.8;46.94922795;14.32068033;23/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146522626;16.2;46.66061565;14.32328565;02/07/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;146522628;147.8;46.67858976;14.32475147;02/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146522640;11.5;46.78643002;14.33357331;17/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146542614;69.5;46.55171767;14.34053549;02/07/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;146562632;11.2;46.71242592;14.37987973;02/07/18;0;Cropland;Triticale;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146562646;22.1;46.83823007;14.39031807;26/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146582638;29.6;46.76527679;14.4104669;25/05/18;0;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146602618;41.5;46.58448055;14.42157118;19/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146622648;40.4;46.8529766;14.47030854;26/05/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;146642626;13.1;46.65421303;14.47969435;23/05/18;0;Grassland;Spontaneously re-vegetated surfaces;Construction
0-20 cm;146682636;54;46.74187994;14.53951673;23/05/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;146722638;46.4;46.75763449;14.59328973;14/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146722642;31;46.79357148;14.59641469;26/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146762666;108.7;47.00692296;14.66775444;18/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146782664;129.4;46.98782248;14.69238373;20/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146802648;192.1;46.84296037;14.70573746;26/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146842660;150.3;46.94845087;14.76779589;27/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146862662;14.4;46.96525401;14.79563999;20/06/18;0;Grassland;Grassland without tree/shrub cover;Residential
0-20 cm;146882664;24.4;46.98204967;14.82350227;20/06/18;0;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146882668;106.3;47.01797398;14.82680577;27/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146982642;211.9;46.77854482;14.93604108;18/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146982660;65.9;46.94019757;14.9512077;19/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147002640;120.7;46.75938262;14.96047222;18/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147022632;723.9;46.68632819;14.97981317;10/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147022650;101.2;46.84798219;14.99507212;26/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147042630;132.7;46.66715557;15.00418801;10/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147042658;104.5;46.91860612;15.02807888;26/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147082630;120.2;46.6647167;15.05631052;02/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146022704;145.5;47.38606036;13.72063914;21/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146042706;31.2;47.40312874;13.74837926;21/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146102726;64.1;47.58010261;13.84104915;08/08/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;146142734;95.2;47.65010797;13.89956238;24/07/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;146182714;52.7;47.46848577;13.93897223;20/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146202682;76;47.17995188;13.94357916;23/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146222728;343.2;47.5923537;14.00166423;01/06/18;0;Woodland;Other coniferous woodland;Forestry
0-20 cm;146242712;197;47.44761372;14.01701647;20/07/18;0;Shrubland;Shrubland without tree cover;Forestry
0-20 cm;146262660;123.8;46.97932748;14.00742325;04/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146282726;268.9;47.57143692;14.0798686;08/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Forestry
0-20 cm;146302682;112.4;47.1750839;14.07524146;07/08/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146362688;366.8;47.22600082;14.15852243;07/08/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146382686;32.5;47.20701685;14.18343475;23/06/18;0;Cropland;Other fruit trees and berries;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146402674;15.9;47.09817091;14.20110096;22/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146402688;85.1;47.22396819;14.21122967;07/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146422672;45.2;47.07917643;14.22593931;22/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146422682;34.4;47.16903157;14.23320629;23/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146422690;285.6;47.24091212;14.23904299;07/08/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146442684;39.7;47.18597053;14.26099676;23/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146442692;151.3;47.25784865;14.26687474;23/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146442702;126.2;47.34769189;14.27425151;16/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146442710;362.5;47.41956298;14.28017647;31/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146462726;246.6;47.56224935;14.31861299;31/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146502720;186.3;47.50624219;14.36709679;09/08/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146522674;40.4;47.09193694;14.35882195;22/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146522722;62;47.52314219;14.39511742;09/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146562692;147.5;47.25151561;14.42507064;19/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146562722;140.9;47.52099275;14.44811846;09/08/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146602676;104.8;47.10562096;14.46548297;06/08/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146602700;31.9;47.32121487;14.48398337;16/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146622668;42.2;47.03266438;14.48561227;21/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140203058;84.5;50.55521898;5.750061841;29/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;146622720;37.1;47.49975789;14.52603893;25/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146642712;126.5;47.42680461;14.54620905;25/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146642736;197.9;47.64234548;14.56522667;22/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146662682;127.5;47.15623747;14.54903322;06/08/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146682698;51.6;47.29884348;14.58797894;10/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146702674;40;47.08215585;14.59533803;27/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146742676;106;47.09787661;14.64948176;18/07/18;0;Artificial land;Non built-up linear features;Road transport
0-20 cm;146762724;25.6;47.52781882;14.71470133;12/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146782690;27.7;47.22134535;14.71337834;13/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146842692;61.9;47.23584343;14.79405411;12/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146842710;29.3;47.39747867;14.80898806;05/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146862694;185.5;47.25263588;14.82206474;12/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146882726;70.6;47.53878371;14.87536709;09/08/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146942670;210.4;47.0323917;14.9071984;12/05/18;0;Grassland;Grassland with sparse tree/shrub cover;Forestry
0-20 cm;146942692;63.2;47.2299427;14.92578404;09/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146942710;48.8;47.39155674;14.94112525;05/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146962676;77.8;47.08507624;14.93852025;10/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146962682;164.8;47.13895299;14.94361145;10/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146982696;65.2;47.26345145;14.98190306;09/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147042684;52.1;47.1520581;15.05052746;10/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147042738;196.1;47.63680744;15.09798277;04/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147062718;315;47.45605039;15.10672908;02/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147082664;115.7;46.97002764;15.08565924;26/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147082720;36.3;47.47275819;15.13496479;02/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147122662;104.9;46.94959028;15.13632113;30/05/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;147122698;164;47.27277908;15.16817196;24/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147122706;34.1;47.34458953;15.17531885;28/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147122726;81.4;47.52410118;15.19329717;31/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147162666;32;46.98299658;15.19226672;29/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147182690;43.5;47.19717734;15.24001763;08/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147202670;21.1;47.01637264;15.24828514;29/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147202740;77.5;47.64463301;15.31217328;02/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147222654;43.3;46.87146094;15.26011538;30/05/18;0;Cropland;Apple fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147222676;33.2;47.06895544;15.27994053;04/07/18;0;Cropland;Apple fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147242638;38.8;46.72653684;15.27190355;02/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147262634;109;46.68934301;15.29439514;02/07/18;0;Woodland;Pine dominated mixed woodland;Forestry
0-20 cm;147282676;43.8;47.06508257;15.35870234;23/07/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;147302694;66.8;47.22532737;15.40164026;23/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147302738;110.5;47.6201512;15.44299215;31/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147322694;171;47.22401265;15.42797125;23/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147322744;101.1;47.67265508;15.47525207;09/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147342710;80.9;47.36626722;15.46938929;24/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147362636;65;46.70080052;15.42655909;13/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;147382700;25.4;47.27386952;15.51265654;09/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147402702;74.8;47.29047316;15.54092189;23/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147402716;91.7;47.41608545;15.55435494;17/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147422704;75.3;47.30706912;15.56920571;23/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147442660;12.2;46.91089102;15.5534621;13/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147562650;15.1;46.81296314;15.70074642;10/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147442702;31.1;47.28776926;15.59364242;23/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147462636;46.1;46.69414396;15.55689744;11/05/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;147462692;16.3;47.19668628;15.61032163;12/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147462712;47.5;47.37612375;15.62972284;23/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147462736;48.1;47.59142043;15.65323206;17/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147462746;174.9;47.68111841;15.66310175;19/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147482734;285.8;47.57210351;15.67776567;17/07/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;147482742;336.4;47.64386094;15.6856875;19/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147502700;31.6;47.26572273;15.67075658;22/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147522704;34;47.30022679;15.70103646;22/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147522710;154.1;47.35405148;15.70695091;22/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147522738;30.3;47.60520776;15.73476033;10/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147542736;289.3;47.58587287;15.75927001;17/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147562664;27.9;46.93858531;15.71437019;07/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147562696;36.1;47.22568027;15.74582636;22/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147562706;110.7;47.31538581;15.75574766;07/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147562710;105;47.3512665;15.75972847;07/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147562732;58.9;47.54859482;15.78174933;25/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156102380;20.9;43.28680096;25.97559487;01/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;147582730;70.9;47.52924927;15.8062161;25/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147622700;55.1;47.25734612;15.82881114;14/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147642668;14.6;46.96887542;15.82306617;24/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147642704;63.4;47.29180519;15.8591913;07/06/18;0;Woodland;Other coniferous woodland;Forestry
0-20 cm;147642728;170.3;47.50705186;15.88359546;25/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147662652;25.2;46.82391618;15.83331617;11/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147662698;16;47.23656434;15.87945824;14/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147722698;19;47.23225331;15.95843327;07/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147682690;65.8;47.16337965;15.89765686;13/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147762666;3.1;46.94234607;15.97816659;13/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147702714;47.6;47.37718955;15.94852335;25/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;147702722;83.6;47.44893068;15.95677387;05/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147742642;28.1;46.72849651;15.92771236;10/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147742660;23.1;46.88997203;15.94589521;13/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;147742674;33.1;47.01555113;15.9601368;15/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;147742710;19.9;47.33841761;15.99716302;04/06/18;0;Cropland;Soya;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;147742728;95.8;47.49982374;16.01589792;21/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;147802696;52.4;47.20848131;16.06162634;04/08/18;0;Woodland;Pine dominated mixed woodland;Forestry
0-20 cm;147782686;16.1;47.12026971;16.02494715;26/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;127182008;16.1;39.37538276;-8.707174304;08/05/18;0;Grassland;Grassland without tree/shrub cover;Other abandoned areas
0-20 cm;127361846;10.3;37.99370508;-8.104139267;24/07/18;0;Cropland;Olive groves;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;127842206;43.6;41.25214945;-8.46897261;04/05/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;128322234;40.7;41.60096343;-7.983146225;27/07/18;0;Shrubland;Shrubland without tree cover;Energy production
0-20 cm;128382160;31.8;40.96569098;-7.722229895;30/04/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;128502212;41.8;41.44658272;-7.715523427;01/08/18;0;Shrubland;Shrubland without tree cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;128661894;9.6;38.68398208;-6.765229741;07/08/18;0;Cropland;Triticale;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;128722000;12.4;39.63007069;-6.941258418;21/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145542782;68.5;48.10715459;13.12824574;01/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;145542800;23.1;48.26894461;13.13825354;08/06/18;0;Shrubland;Shrubland with sparse tree cover;Road transport
0-20 cm;147622718;28.1;47.4187931;15.84697644;10/05/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145602780;355.4;48.0868632;13.20757721;01/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145682752;39.8;47.83201585;13.29850348;30/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145682788;208.1;48.15558658;13.31951703;07/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145702780;164.5;48.08287618;13.34162619;07/06/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;145722786;43.1;48.13598242;13.37201318;07/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145742754;39;47.84755543;13.37971804;30/05/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;145782760;319.2;47.89982439;13.43670696;02/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145822828;243.9;48.50918011;13.5325144;18/06/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;145822832;4.2;48.54511792;13.53504861;21/05/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145842754;27.7;47.84336232;13.51312906;29/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145642800;12.2;48.26503952;13.27278879;08/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145902738;486.2;47.69697295;13.58310799;25/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;145922802;22.3;48.27120359;13.65068032;20/06/18;0;Cropland;Soya;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145962734;37.5;47.65838088;13.66035556;26/07/18;0;Woodland;Broadleaved woodland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145962820;44.1;48.4311225;13.71639425;18/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145982782;118.7;48.08881509;13.71817178;04/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;146002792;55.9;48.17775205;13.75161667;04/06/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;146042842;22.1;48.62505863;13.83945042;15/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146102852;60.3;48.71203121;13.92778205;02/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146182828;30.8;48.4926105;14.01895007;14/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145762794;11.8;48.2062195;13.4305462;07/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146242762;34.8;47.89683666;14.05225383;23/06/18;0;Woodland;Spruce dominated mixed woodland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145902768;23.8;47.9665807;13.60202602;29/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146262786;71;48.11142956;14.09626199;15/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146322834;27.7;48.53946822;14.21256397;28/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145842808;16.3;48.32862057;13.54684775;18/06/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146082830;22.3;48.51539121;13.88525065;18/06/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146202782;13.9;48.07846152;14.01298108;15/06/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146382834;32.1;48.53635735;14.29367308;13/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146422762;145.4;47.88769893;14.29251583;04/06/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;146462834;36.2;48.53211737;14.40180412;17/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146482830;29.2;48.49512988;14.4256611;17/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146502766;40.3;47.91939113;14.40236944;19/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Forestry
0-20 cm;146522836;67.2;48.54682264;14.48449934;02/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146562812;27;48.32916994;14.51914116;25/07/18;0;Bareland;Other bare soil;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146582774;35.2;47.98688891;14.51554383;18/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146602762;47.2;47.87803575;14.53269746;19/06/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;146642772;38.6;47.96560539;14.59413724;18/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146642802;49.9;48.23494302;14.61858827;02/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;146682824;156.8;48.43015856;14.69067392;02/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
