depth;pointid;oc;th_lat;th_long;survey_date;elev;lc0_desc;lc1_desc;lu1_desc
0-20 cm;146742758;25.7;47.83424481;14.7161331;05/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;146822808;84.2;48.27840372;14.86554239;05/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146902810;19.2;48.29155823;14.97484889;29/05/18;0;Cropland;Triticale;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145102682;14.5;47.2229502;12.49400769;30/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145102684;67.8;47.24094208;12.49486781;30/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145102688;39.5;47.27692529;12.49659032;09/07/18;0;Artificial land;Other artificial areas;Electricity gas and thermal power distribution
0-20 cm;145122688;38;47.27631556;12.52299138;09/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145182728;69.3;47.63422172;12.62031964;28/05/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;145222700;205.3;47.38110711;12.66050229;29/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145242698;209.8;47.36246865;12.68602437;29/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145242722;227;47.57832152;12.69724159;21/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145282706;62;47.43310202;12.74270783;21/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145342706;27.1;47.43107322;12.82213968;12/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145402772;62;48.0224279;12.93527024;01/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145442740;106.9;47.73328877;12.97206578;30/05/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;145442766;80.6;47.96704562;12.98566922;01/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145462760;25.6;47.91237505;13.00923883;01/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145462768;33.5;47.98429539;13.01348275;08/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145482700;62.4;47.37215918;13.00433319;22/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145482768;28;47.98355852;13.04024258;01/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145502692;43;47.29948446;13.02658707;22/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145502702;16.8;47.38941082;13.03182701;22/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145522750;49.2;47.82024887;13.08397959;30/05/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145542694;36.2;47.31598608;13.08046439;23/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145562730;50.7;47.63892917;13.12636451;22/05/18;0;Artificial land;Other artificial areas;Electricity gas and thermal power distribution
0-20 cm;145562732;66.4;47.65691054;13.12745622;22/05/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;145582678;123.8;47.17059578;13.12465934;03/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145582696;37.5;47.33246067;13.13437631;23/05/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145602672;78.1;47.11587638;13.14775102;03/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145602698;57.4;47.34967968;13.16189214;23/05/18;0;Grassland;Grassland with sparse tree/shrub cover;Forestry
0-20 cm;145602738;74.4;47.70931761;13.18396862;30/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145622768;52.3;47.97821812;13.22754121;29/05/18;0;Grassland;Spontaneously re-vegetated surfaces;Forestry
0-20 cm;145642688;61.1;47.25821271;13.20920368;23/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145642724;49.6;47.58189488;13.22929613;24/05/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;145642750;85.8;47.8156297;13.24400882;30/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145662730;223.6;47.63504693;13.25925234;12/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145782694;58.7;47.30654331;13.39739192;19/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145802718;75;47.52147178;13.43807033;24/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145842740;42.6;47.7175344;13.50451974;25/07/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;145882676;107.9;47.1405132;13.51848206;19/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145922694;57.4;47.30060871;13.58221638;19/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146082678;98.4;47.14962803;13.78295124;14/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146122668;158.9;47.05789194;13.82901252;17/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;146122678;110.3;47.14777814;13.83559313;17/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;143482670;116.2;47.14297599;10.35566695;05/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;143562686;296.5;47.28660578;10.46232067;01/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;143662688;169.7;47.30396617;10.59461326;01/06/18;0;Woodland;Other coniferous woodland;Forestry
0-20 cm;143702704;156.4;47.44767581;10.64926194;25/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;143782660;65.2;47.05094152;10.74954668;27/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;143782700;58.6;47.41099162;10.75473405;31/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;143802684;143.5;47.26679362;10.7790551;25/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;143802702;141.5;47.42880562;10.78148522;31/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;143862700;166.5;47.41020633;10.86065374;25/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;143902682;41.4;47.24776526;10.9107731;23/07/18;0;Woodland;Spruce dominated coniferous woodland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144042690;67.2;47.31806256;11.09706043;25/06/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;144082690;174.5;47.31751655;11.1499235;25/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;144102696;95.5;47.37123363;11.17757638;25/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;144142686;289.3;47.28064918;11.22836698;25/06/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;144222668;81.6;47.11739919;11.329884;16/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144282656;278.9;47.00839286;11.4059735;13/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144302680;56.2;47.22405776;11.4381661;22/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144302682;45.9;47.24205742;11.43866214;22/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144382670;50.8;47.13261103;11.54103862;20/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144382684;121.2;47.25860702;11.54475892;16/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;144382686;85.5;47.27660575;11.54529227;16/07/18;0;Shrubland;Shrubland with sparse tree cover;Forestry
0-20 cm;144402664;54.7;47.07823314;11.56575983;13/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;144502714;285.2;47.52618885;11.71202377;08/06/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;144562702;494.7;47.41693905;11.78789624;08/06/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;144582712;64.6;47.50647746;11.81752698;08/06/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;144622708;70.2;47.46959154;11.86927424;14/05/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;144662698;86.2;47.37869559;11.91895201;18/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;144782720;134.8;47.57370662;12.08564496;26/05/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;144822704;57.4;47.42873932;12.13281706;18/07/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;144862710;21.4;47.48166716;12.18805697;18/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144862714;45.5;47.51765133;12.18957868;21/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144862732;75.7;47.67957179;12.19645997;07/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144882726;46.9;47.62506295;12.22074192;07/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144922728;46.6;47.64196001;12.27469785;03/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144962698;254.7;47.37097705;12.31576804;30/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145002638;53.8;46.8300065;12.34438732;15/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;145102712;57.4;47.49280984;12.50698978;08/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145182714;182.8;47.50830875;12.61393798;08/07/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;145202708;446.2;47.45370555;12.63770525;08/07/18;0;Woodland;Other coniferous woodland;Forestry
0-20 cm;145242636;98.2;46.80472927;12.65759174;14/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Forestry
0-20 cm;145362638;12.7;46.81873947;12.81552096;14/06/18;0;Artificial land;Other artificial areas;Electricity gas and thermal power distribution
0-20 cm;142882682;44.4;47.2507092;9.564397972;24/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142942690;47.7;47.32300903;9.643104368;25/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142982676;55.4;47.19714783;9.696710862;24/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;143002704;27.7;47.44925415;9.721739747;09/07/18;0;Wetlands;Inland marshes;Semi-natural and natural areas not in use
0-20 cm;143122702;27.4;47.43154245;9.880786578;04/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156402320;36.5;42.70154577;26.18970629;09/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;143122714;35.8;47.53954963;9.880537765;01/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;143162706;35.2;47.46759061;9.933724292;03/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;143202710;47.5;47.50361239;9.98673564;09/07/18;0;Woodland;Spruce dominated mixed woodland;Forestry
0-20 cm;143322692;93.3;47.34149985;10.14545305;03/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;143362694;54.3;47.35941868;10.19841354;26/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;139443132;20.6;51.17377673;4.603690251;24/08/18;0;Cropland;Nuts trees;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139443158;20.4;51.40673861;4.576201047;21/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;139543150;54.7;51.34163036;4.727874101;21/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139623132;237.3;51.18542949;4.860541354;08/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139683136;24;51.22504309;4.942242615;31/08/18;0;Woodland;Pine dominated mixed woodland;Forestry
0-20 cm;139743134;24.1;51.21081227;5.029903618;31/08/18;0;Cropland;Temporary grassland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139743148;46.8;51.33631495;5.016292846;16/09/18;0;Wetlands;Inland marshes;Semi-natural and natural areas not in use
0-20 cm;139783128;30.2;51.15944996;5.092775544;12/09/18;0;Cropland;Temporary grassland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139803126;26.4;51.14272121;5.123209278;12/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139843144;23.1;51.30649225;5.163310967;07/09/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139883120;34.7;51.09365844;5.242872444;16/09/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139903096;45.6;50.87960307;5.293287451;01/09/18;0;Cropland;Pear fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139943122;41.5;51.11506939;5.326555048;16/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;140003082;17.4;50.75972455;5.447431537;14/09/18;0;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;143962686;39.8;47.28307539;10.99064648;23/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140163108;30.1;51.00169217;5.652097812;04/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;140163114;70.2;51.0555162;5.647038089;02/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;138583130;67.2;51.09239395;3.380869524;03/10/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138663098;38.3;50.81249196;3.534795882;10/07/18;0;Grassland;Grassland without tree/shrub cover;Amenities museum leisure (e.g. parks botanical gardens)
0-20 cm;138703124;13.3;51.04833175;3.559101525;03/10/18;0;Bareland;Other bare soil;Kitchen gardens
0-20 cm;138763094;12.2;50.78453556;3.681099405;15/07/18;0;Cropland;Sugar beet;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138803102;8.9;50.8592347;3.72799327;12/07/18;0;Cropland;Sugar beet;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138803134;20.6;51.14565749;3.689017398;26/09/18;0;Cropland;Temporary grassland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138883110;9.8;50.93695759;3.83176071;28/07/18;0;Bareland;Other bare soil;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138903114;30.7;50.97427912;3.855379254;19/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138983092;13.2;50.78326544;3.994491023;17/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138983116;11.7;50.99816685;3.966620661;20/07/18;0;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139123144;41;51.25912543;4.133669068;21/09/18;0;Cropland;Other root crops;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139263086;43.4;50.74946663;4.397014147;24/08/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;139303086;54.3;50.75220302;4.4535541;24/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139303122;42.2;51.07473643;4.414866851;22/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139543124;19.8;51.10862413;4.754539878;25/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139563112;33.2;51.00235798;4.795165913;16/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139623104;35;50.93445197;4.888383891;14/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139703092;18;50.83183563;5.013522111;11/08/18;0;Cropland;Sugar beet;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139883092;13.7;50.842573;5.268570515;01/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139743098;13.7;50.88806524;5.064484487;11/08/18;0;Cropland;Apple fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139803096;27.2;50.87373688;5.151465461;11/08/18;0;Cropland;Pear fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138043130;16.4;51.04595915;2.613431673;05/09/18;0;Cropland;Other fibre and oleaginous crops;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138083128;17.2;51.03169874;2.673069721;05/09/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138103106;9.3;50.83686187;2.732404731;31/08/18;0;Cropland;Other fresh vegetables;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138143104;10.7;50.82253646;2.791732061;31/08/18;0;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138183132;38.6;51.07636227;2.809471392;10/09/18;0;Bareland;Other bare soil;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139963136;25;51.24176252;5.342385563;14/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138223144;20.2;51.18715179;2.849661825;06/09/18;0;Bareland;Other bare soil;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138383124;12.5;51.02213031;3.10449379;16/08/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139023088;11.8;50.75037795;4.055622507;18/08/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138403112;11;50.9164974;3.148808539;16/08/18;0;Cropland;Other fresh vegetables;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138443098;12.5;50.79461974;3.22378558;03/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;138683122;11.7;51.02884946;3.533181895;11/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138463106;9.5;50.86784147;3.241649166;06/08/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138483116;9.6;50.95894988;3.256955227;14/08/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138483134;42.7;51.1199556;3.23339195;18/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;138523118;49.5;50.98013865;3.311100805;09/05/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138543096;14.9;50.78495334;3.367677968;31/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138543122;9;51.01756175;3.334321676;10/08/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139123076;28.2;50.6500985;4.210284188;04/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139223078;13.8;50.67503227;4.349159218;30/08/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139583078;10;50.69886968;4.857404971;11/09/18;0;Bareland;Other bare soil;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138743106;11.8;50.89038552;3.638145189;26/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138743146;17.6;51.24836094;3.588583974;26/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138883118;15.7;51.00857528;3.822209011;29/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138583072;29.7;50.57343837;3.454375845;24/05/18;0;Cropland;Sugar beet;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138943130;16.9;51.12052998;3.893248614;21/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138603088;18;50.71821903;3.462524473;30/05/18;0;Cropland;Temporary grassland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138723078;9.5;50.63821178;3.644095755;06/06/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139063124;15.9;51.07567796;4.071079834;20/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139083090;12.6;50.7726359;4.138158461;20/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138943054;25;50.4400252;3.981823767;18/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139123108;12.3;50.93671902;4.17454053;21/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139083042;11.1;50.34269072;4.191626326;22/06/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139263060;15.6;50.51651432;4.424822608;03/07/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139283056;15.4;50.48203607;4.45717952;02/07/18;0;Cropland;Sugar beet;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139183118;22.8;51.03055035;4.248557275;21/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139763078;8;50.70994783;5.111700474;30/08/18;0;Bareland;Other bare soil;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139783064;13.1;50.58560494;5.152973862;27/08/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139883048;19.5;50.44796303;5.308265418;11/06/18;0;Cropland;Sugar beet;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139943050;12.4;50.46932346;5.390842141;11/06/18;0;Cropland;Temporary grassland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140103044;31.1;50.42431579;5.620867594;19/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;140243026;140.3;50.27013687;5.831858735;27/06/18;0;Woodland;Broadleaved woodland;Residential
0-20 cm;140363052;77.1;50.50949256;5.980151995;11/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140383036;48.5;50.36687488;6.020442814;10/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140423056;78.8;50.54832057;6.061625848;12/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;140603038;96.8;50.39514774;6.327922884;12/07/18;0;Wetlands;Inland marshes;Semi-natural and natural areas not in use
0-20 cm;139622978;145.8;49.80474076;5.009186743;01/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139663000;28.9;50.00447194;5.044290447;25/08/18;0;Cropland;Oats;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139702984;44.7;49.8633866;5.114635247;30/05/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139862992;120.1;49.94450283;5.329790945;25/07/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;140043010;34.1;50.1160249;5.565194023;18/07/18;0;Cropland;Temporary grassland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140062984;43.8;49.88381214;5.614559013;16/06/18;0;Cropland;Oats;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140082970;75.7;49.75924892;5.653712087;17/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;140163006;22.8;50.08652615;5.73593503;12/09/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140203018;43.9;50.19629002;5.782216626;26/07/18;0;Woodland;Other coniferous woodland;Forestry
0-20 cm;139203112;11.8;50.97821547;4.283638818;22/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139363034;44.2;50.29025042;4.592270274;24/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;138083120;15.1;50.96020162;2.684402816;03/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139443068;13.1;50.6002423;4.669911796;10/09/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138203100;10.6;50.79204988;2.882021404;20/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139483050;26.1;50.44150265;4.744357741;24/08/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138263134;18.7;51.10125048;2.920427071;10/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139523056;11.7;50.49785126;4.794602199;25/05/18;0;Cropland;Sugar beet;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139583032;35.6;50.28648328;4.902281677;17/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;139602980;117.8;49.82145166;4.979588433;01/06/18;0;Woodland;Other coniferous woodland;Forestry
0-20 cm;139642992;70.2;49.93151291;5.023914853;01/06/18;0;Woodland;Spruce dominated coniferous woodland;Forestry
0-20 cm;139663018;16.6;50.16588804;5.027481981;05/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139663058;18.4;50.52455085;4.989615523;22/08/18;0;Bareland;Other bare soil;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;138523136;13.2;51.14115618;3.287710519;18/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139003046;11;50.37276841;4.075062251;19/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;139803036;12.7;50.33568639;5.206778358;20/06/18;0;Cropland;Temporary grassland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153182398;19.8;43.94336697;22.45506229;06/10/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153162396;42.3;43.92859371;22.42658341;06/10/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;153242382;20.3;43.79231547;22.49764063;11/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;153302384;23.4;43.80104964;22.57513336;29/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
